origin_date,forecast_period,dimension_type,dimension_value,metric,actual,p10,p50,p90,absolute_error,ape,smape,covered_by_interval
2026-03-08,60_days,CampaignType,AUDIENCE,ROAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2026-03-08,90_days,CampaignType,AUDIENCE,Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2026-03-08,90_days,CampaignType,AUDIENCE,ROAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2026-03-08,30_days,CampaignType,PERFORMANCE_MAX,Revenue,174723.5847,34221.54,195880.48,357539.43,21156.8953,12.1088,11.4175,True
2026-03-08,30_days,CampaignType,PERFORMANCE_MAX,ROAS,5.7799,0.85,4.85,8.85,0.9299,16.0885,17.4959,True
2026-03-08,60_days,CampaignType,PERFORMANCE_MAX,Revenue,304745.2362,127602.28,399479.14,671355.99,94733.9038,31.0863,26.9045,True
2026-03-08,60_days,CampaignType,PERFORMANCE_MAX,ROAS,4.9371,1.55,4.84,8.13,0.0971,1.9669,1.9865,True
2026-03-08,90_days,CampaignType,PERFORMANCE_MAX,Revenue,423320.5675,222383.15,590885.86,959388.57,167565.2925,39.5835,33.0436,True
2026-03-08,90_days,CampaignType,PERFORMANCE_MAX,ROAS,4.5451,1.82,4.83,7.84,0.2849,6.2677,6.0772,True
2026-03-08,30_days,CampaignType,SEARCH,Revenue,79700.7515,3515.03,70300.63,151304.34,9400.1215,11.7943,12.5334,True
2026-03-08,30_days,CampaignType,SEARCH,ROAS,7.5078,0.3,5.96,12.83,1.5478,20.616,22.9854,True
2026-03-08,60_days,CampaignType,SEARCH,Revenue,179702.3259,7116.87,142337.43,278568.89,37364.8959,20.7927,23.2051,True
2026-03-08,60_days,CampaignType,SEARCH,ROAS,6.6697,0.3,5.95,11.65,0.7197,10.7905,11.4059,True
2026-03-08,90_days,CampaignType,SEARCH,Revenue,264777.1384,24862.1,209510.64,394159.17,55266.4984,20.8728,23.305,True
2026-03-08,90_days,CampaignType,SEARCH,ROAS,5.8858,0.69,5.83,10.98,0.0558,0.9484,0.9529,True
2026-03-08,30_days,CampaignType,SHOPPING,Revenue,53853.6618,2943.06,58861.12,209146.18,5007.4582,9.2983,8.8852,True
2026-03-08,30_days,CampaignType,SHOPPING,ROAS,33.0872,0.2,3.9,13.86,29.1872,88.213,157.8232,False
2026-03-08,60_days,CampaignType,SHOPPING,Revenue,167193.6128,5856.62,117132.46,369880.8,50061.1528,29.942,35.2139,True
2026-03-08,60_days,CampaignType,SHOPPING,ROAS,9.4275,0.2,3.9,12.33,5.5275,58.6318,82.949,True
2026-03-08,90_days,CampaignType,SHOPPING,Revenue,262946.5468,8776.8,175536.02,518111.89,87410.5268,33.2427,39.8696,True
2026-03-08,90_days,CampaignType,SHOPPING,ROAS,9.2893,0.2,3.91,11.53,5.3793,57.9087,81.5092,True
2026-03-08,30_days,CampaignType,SOCIAL,Revenue,41855.27,4360.86,87217.18,186928.55,45361.91,108.378,70.2891,True
2026-03-08,30_days,CampaignType,SOCIAL,ROAS,7.0909,0.49,9.77,20.94,2.6791,37.7824,31.779,True
2026-03-08,60_days,CampaignType,SOCIAL,Revenue,74831.45,24155.06,191848.92,359542.78,117017.47,156.3747,87.7586,True
2026-03-08,60_days,CampaignType,SOCIAL,ROAS,7.3706,1.34,10.64,19.94,3.2694,44.3571,36.3051,True
2026-03-08,90_days,CampaignType,SOCIAL,Revenue,118229.54,60564.73,287857.5,515150.26,169627.96,143.4734,83.5427,True
2026-03-08,90_days,CampaignType,SOCIAL,ROAS,6.4301,2.24,10.67,19.09,4.2399,65.9384,49.5892,True
2026-03-08,30_days,Campaign,Search_TM_Campaign_01,Revenue,14582.0805,1602.63,32052.64,69014.66,17470.5595,119.8084,74.9251,True
2026-03-08,30_days,Campaign,Search_TM_Campaign_01,ROAS,9.828,0.33,6.67,14.37,3.158,32.1327,38.2834,True
2026-03-08,60_days,Campaign,Search_TM_Campaign_01,Revenue,47679.7838,3263.1,65262.0,127424.46,17582.2162,36.8756,31.135,True
2026-03-08,60_days,Campaign,Search_TM_Campaign_01,ROAS,9.8449,0.33,6.61,12.9,3.2349,32.8588,39.3186,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_01,Revenue,82770.7966,8717.26,92972.44,177227.62,10201.6434,12.3252,11.6097,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_01,ROAS,8.5269,0.6,6.39,12.19,2.1369,25.0603,28.6502,True
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_10,Revenue,23670.8159,1040.19,20803.71,66872.08,2867.1059,12.1124,12.8933,True
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_10,ROAS,6.3194,0.23,4.56,14.67,1.7594,27.841,32.3433,True
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_10,Revenue,43360.1546,2274.59,45491.79,122969.23,2131.6354,4.9161,4.7982,True
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_10,ROAS,6.5554,0.22,4.38,11.84,2.1754,33.1848,39.7863,True
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_10,Revenue,49694.9459,3188.5,63769.99,168783.16,14075.0441,28.3229,24.8095,True
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_10,ROAS,6.5414,0.22,4.35,11.52,2.1914,33.5009,40.2416,True
2026-03-08,30_days,Campaign,Shopping_NTM_Campaign_01,Revenue,53853.6618,2943.06,58861.12,209146.18,5007.4582,9.2983,8.8852,True
2026-03-08,30_days,Campaign,Shopping_NTM_Campaign_01,ROAS,33.0872,0.2,3.9,13.86,29.1872,88.213,157.8232,False
2026-03-08,60_days,Campaign,Shopping_NTM_Campaign_01,Revenue,167193.6128,5856.62,117132.46,369880.8,50061.1528,29.942,35.2139,True
2026-03-08,60_days,Campaign,Shopping_NTM_Campaign_01,ROAS,9.4275,0.2,3.9,12.33,5.5275,58.6318,82.949,True
2026-03-08,90_days,Campaign,Shopping_NTM_Campaign_01,Revenue,262325.9768,8776.8,175536.02,518111.89,86789.9568,33.0848,39.6426,True
2026-03-08,90_days,Campaign,Shopping_NTM_Campaign_01,ROAS,9.3391,0.2,3.91,11.53,5.4291,58.133,81.9541,True
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_08,Revenue,0.0,203.5,4069.98,40430.08,4069.98,0.0,200.0,False
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_08,ROAS,0.0,0.87,17.42,173.07,17.42,0.0,200.0,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_08,Revenue,0.0,527.53,10550.53,71700.68,10550.53,0.0,200.0,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_08,ROAS,0.0,0.65,13.05,88.68,13.05,0.0,200.0,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_08,Revenue,0.0,729.45,14589.0,97472.11,14589.0,0.0,200.0,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_08,ROAS,0.0,0.66,13.14,87.8,13.14,0.0,200.0,False
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_05,Revenue,0.0,1219.75,24395.06,60788.69,24395.06,0.0,200.0,False
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_05,ROAS,0.0,0.57,11.48,28.61,11.48,0.0,200.0,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_05,Revenue,0.0,2543.33,50866.62,112073.17,50866.62,0.0,200.0,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_05,ROAS,0.0,0.55,11.02,24.29,11.02,0.0,200.0,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_05,Revenue,0.0,3784.68,75693.62,158653.16,75693.62,0.0,200.0,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_05,ROAS,0.0,0.55,11.0,23.06,11.0,0.0,200.0,False
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_15,Revenue,35061.0755,30976.08,52681.51,74386.94,17620.4345,50.2564,40.1639,True
2026-03-08,30_days,Campaign,Pmax_NTM_Campaign_15,ROAS,30.7516,5.04,8.58,12.11,22.1716,72.099,112.7418,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_15,Revenue,43205.4207,68586.34,105090.38,141594.41,61884.9593,143.2342,83.4615,False
2026-03-08,60_days,Campaign,Pmax_NTM_Campaign_15,ROAS,21.8787,5.53,8.47,11.41,13.4087,61.2865,88.3641,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_15,Revenue,50379.4599,107574.54,157052.22,206529.9,106672.7601,211.7386,102.851,False
2026-03-08,90_days,Campaign,Pmax_NTM_Campaign_15,ROAS,16.3666,5.79,8.45,11.12,7.9166,48.3703,63.8006,False
2026-03-08,30_days,Campaign,Search_TM_Campaign_04,Revenue,24537.6012,1770.26,35405.13,111429.58,10867.5288,44.2893,36.2597,True
2026-03-08,30_days,Campaign,Search_TM_Campaign_04,ROAS,5.3668,0.27,5.48,17.23,0.1132,2.1098,2.0878,True
2026-03-08,60_days,Campaign,Search_TM_Campaign_04,Revenue,34771.2941,3538.53,70770.62,198627.99,35999.3259,103.5317,68.2181,True
2026-03-08,60_days,Campaign,Search_TM_Campaign_04,ROAS,5.7471,0.27,5.48,15.38,0.2671,4.648,4.7586,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_04,Revenue,34771.2941,5302.69,106053.83,279352.1,71282.5359,205.004,101.2355,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_04,ROAS,5.7471,0.27,5.49,14.45,0.2571,4.474,4.5764,True
2026-03-08,30_days,Campaign,Prospecting_Brand_Campaign_02,Revenue,24725.47,5706.34,38771.05,71835.76,14045.58,56.8061,44.2405,True
2026-03-08,30_days,Campaign,Prospecting_Brand_Campaign_02,ROAS,9.2425,2.46,16.74,31.02,7.4975,81.119,57.7115,True
2026-03-08,60_days,Campaign,Prospecting_Brand_Campaign_02,Revenue,40010.86,28201.21,83809.2,139417.19,43798.34,109.4661,70.7451,True
2026-03-08,60_days,Campaign,Prospecting_Brand_Campaign_02,ROAS,9.6237,5.81,17.26,28.71,7.6363,79.3487,56.8098,True
2026-03-08,90_days,Campaign,Prospecting_Brand_Campaign_02,Revenue,54494.79,51525.1,126896.34,202267.58,72401.55,132.8596,79.8292,True
2026-03-08,90_days,Campaign,Prospecting_Brand_Campaign_02,ROAS,8.035,6.93,17.07,27.21,9.035,112.4466,71.9781,True
2026-03-08,30_days,Campaign,Search_TM_Campaign_03,Revenue,13714.3728,490.49,9809.84,22831.72,3904.5328,28.4704,33.1959,True
2026-03-08,30_days,Campaign,Search_TM_Campaign_03,ROAS,16.3107,0.34,6.79,15.81,9.5207,58.3708,82.4276,False
2026-03-08,60_days,Campaign,Search_TM_Campaign_03,Revenue,25919.7729,997.12,19942.39,41842.49,5977.3829,23.0611,26.0667,True
2026-03-08,60_days,Campaign,Search_TM_Campaign_03,ROAS,8.1946,0.35,7.08,14.86,1.1146,13.602,14.5945,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_03,Revenue,41375.9258,1483.96,29679.11,59362.57,11696.8158,28.2696,32.9233,True
2026-03-08,90_days,Campaign,Search_TM_Campaign_03,ROAS,6.8029,0.34,6.78,13.56,0.0229,0.3371,0.3377,True
